client_code,company_name,contact_person,contact_email,country,total_balance
CLT-0894,Saturn Trust 894,James Taylor,contact.894@client-894.com,LU,172584981.98
CLT-0702,Cascade Insurance 702,Maria Santos,contact.702@client-702.com,JP,172225778.61
CLT-0554,Polaris Global 554,Olivia Patel,contact.554@client-554.com,CA,172183948.01
CLT-0735,Aurora Capital 735,Alice Johnson,contact.735@client-735.com,US,172157938.90
CLT-0097,Summit Securities 97,Henry Martin,contact.97@client-97.com,ES,172091457.56
CLT-0718,Centaurus Pension 718,Noah Kim,contact.718@client-718.com,AU,171600290.25
CLT-0560,Olympus Holdings 560,Frank Wilson,contact.560@client-560.com,CH,171545196.25
CLT-0713,Jupiter Wealth 713,Iris Clark,contact.713@client-713.com,IT,171261260.84
CLT-0758,Pinnacle Wealth 758,Iris Clark,contact.758@client-758.com,IT,171119746.41
CLT-0220,Sterling Finance 220,Karen Hughes,contact.220@client-220.com,SG,171066285.19
CLT-0079,Phoenix Group 79,Emma Davis,contact.79@client-79.com,NL,170994314.31
CLT-0737,Helios Investments 737,Carol White,contact.737@client-737.com,DE,170908609.54
CLT-0473,Jupiter Wealth 473,Iris Clark,contact.473@client-473.com,IT,170728910.64
CLT-0961,Zenith Partners 961,Bob Smith,contact.961@client-961.com,GB,170715804.28
CLT-0309,Horizon Trust 309,James Taylor,contact.309@client-309.com,LU,170653694.07
CLT-0823,Solaris Pension 823,Noah Kim,contact.823@client-823.com,AU,170446734.25
CLT-0156,Vertex Asset Management 156,Grace Lee,contact.156@client-156.com,BE,170015138.80
CLT-0349,Phoenix Group 349,Emma Davis,contact.349@client-349.com,NL,169928545.99
CLT-0385,Vega Finance 385,Karen Hughes,contact.385@client-385.com,SG,169554019.94
CLT-0918,Titan Fund 918,David Brown,contact.918@client-918.com,FR,168759290.24
CLT-0678,Titan Fund 678,David Brown,contact.678@client-678.com,FR,168543039.07
CLT-0530,Olympus Holdings 530,Frank Wilson,contact.530@client-530.com,CH,168422041.28
CLT-0076,Quantum Partners 76,Bob Smith,contact.76@client-76.com,GB,168250095.18
CLT-0941,Meridian Bank 941,Liam Chen,contact.941@client-941.com,HK,168205340.04
CLT-0833,Jupiter Wealth 833,Iris Clark,contact.833@client-833.com,IT,168103654.24
CLT-0779,Rigel Global 779,Olivia Patel,contact.779@client-779.com,CA,167849268.16
CLT-0195,Aurora Capital 195,Alice Johnson,contact.195@client-195.com,US,167711166.40
CLT-0919,Phoenix Group 919,Emma Davis,contact.919@client-919.com,NL,167667990.94
CLT-0575,Apex Holdings 575,Frank Wilson,contact.575@client-575.com,CH,167506621.86
CLT-0593,Jupiter Wealth 593,Iris Clark,contact.593@client-593.com,IT,167433185.67
CLT-0542,Atlas Investments 542,Carol White,contact.542@client-542.com,DE,167117848.47
CLT-0936,Vertex Asset Management 936,Grace Lee,contact.936@client-936.com,BE,167096924.32
CLT-0112,Neptune Securities 112,Henry Martin,contact.112@client-112.com,ES,166965188.89
CLT-0041,Meridian Bank 41,Liam Chen,contact.41@client-41.com,HK,166928170.19
CLT-0855,Aurora Capital 855,Alice Johnson,contact.855@client-855.com,US,166698637.85
CLT-0552,Cascade Insurance 552,Maria Santos,contact.552@client-552.com,JP,166604944.31
CLT-0656,Sirius Bank 656,Liam Chen,contact.656@client-656.com,HK,166587132.77
CLT-0534,Saturn Trust 534,James Taylor,contact.534@client-534.com,LU,166491325.76
CLT-0427,Summit Securities 427,Henry Martin,contact.427@client-427.com,ES,166431194.21
CLT-0177,Andromeda Insurance 177,Maria Santos,contact.177@client-177.com,JP,166242980.28
CLT-0942,Cascade Insurance 942,Maria Santos,contact.942@client-942.com,JP,166077227.48
CLT-0383,Jupiter Wealth 383,Iris Clark,contact.383@client-383.com,IT,165826459.36
CLT-0807,Andromeda Insurance 807,Maria Santos,contact.807@client-807.com,JP,165486726.96
CLT-0197,Helios Investments 197,Carol White,contact.197@client-197.com,DE,165429394.70
CLT-0296,Sirius Bank 296,Liam Chen,contact.296@client-296.com,HK,165344587.26
CLT-0284,Polaris Global 284,Olivia Patel,contact.284@client-284.com,CA,165283589.88
CLT-0094,Nexus Group 94,Emma Davis,contact.94@client-94.com,NL,165219123.16
CLT-0428,Pinnacle Wealth 428,Iris Clark,contact.428@client-428.com,IT,165112912.82
CLT-0140,Olympus Holdings 140,Frank Wilson,contact.140@client-140.com,CH,165091868.63
CLT-0879,Horizon Trust 879,James Taylor,contact.879@client-879.com,LU,165023307.85
CLT-0857,Helios Investments 857,Carol White,contact.857@client-857.com,DE,164931112.17
CLT-0811,Zenith Partners 811,Bob Smith,contact.811@client-811.com,GB,164921658.18
CLT-0244,Nexus Group 244,Emma Davis,contact.244@client-244.com,NL,164904319.27
CLT-0831,Pegasus Asset Management 831,Grace Lee,contact.831@client-831.com,BE,164880139.54
CLT-0115,Vega Finance 115,Karen Hughes,contact.115@client-115.com,SG,164824389.79
CLT-0662,Atlas Investments 662,Carol White,contact.662@client-662.com,DE,164720449.62
CLT-0739,Phoenix Group 739,Emma Davis,contact.739@client-739.com,NL,164351025.93
CLT-0731,Meridian Bank 731,Liam Chen,contact.731@client-731.com,HK,164132073.57
CLT-0663,Orion Fund 663,David Brown,contact.663@client-663.com,FR,164095937.58
CLT-0916,Quantum Partners 916,Bob Smith,contact.916@client-916.com,GB,163852163.23
CLT-0788,Pinnacle Wealth 788,Iris Clark,contact.788@client-788.com,IT,163689208.70
CLT-0732,Cascade Insurance 732,Maria Santos,contact.732@client-732.com,JP,163666766.14
CLT-0692,Atlas Investments 692,Carol White,contact.692@client-692.com,DE,163638436.64
CLT-0967,Summit Securities 967,Henry Martin,contact.967@client-967.com,ES,163484638.52
CLT-0553,Solaris Pension 553,Noah Kim,contact.553@client-553.com,AU,163342961.51
CLT-0643,Solaris Pension 643,Noah Kim,contact.643@client-643.com,AU,163317748.20
CLT-0370,Sterling Finance 370,Karen Hughes,contact.370@client-370.com,SG,163276324.29
CLT-0903,Orion Fund 903,David Brown,contact.903@client-903.com,FR,163222441.61
CLT-0344,Polaris Global 344,Olivia Patel,contact.344@client-344.com,CA,163161554.84
CLT-0880,Sterling Finance 880,Karen Hughes,contact.880@client-880.com,SG,163017116.88
CLT-0324,Saturn Trust 324,James Taylor,contact.324@client-324.com,LU,163008768.33
CLT-0027,Andromeda Insurance 27,Maria Santos,contact.27@client-27.com,JP,162991129.28
CLT-0576,Vertex Asset Management 576,Grace Lee,contact.576@client-576.com,BE,162843943.62
CLT-0212,Atlas Investments 212,Carol White,contact.212@client-212.com,DE,162790749.73
CLT-0054,Saturn Trust 54,James Taylor,contact.54@client-54.com,LU,162733006.00
CLT-0806,Sirius Bank 806,Liam Chen,contact.806@client-806.com,HK,162603218.96
CLT-0465,Aurora Capital 465,Alice Johnson,contact.465@client-465.com,US,162499627.55
CLT-0367,Summit Securities 367,Henry Martin,contact.367@client-367.com,ES,162443178.86
CLT-0338,Pinnacle Wealth 338,Iris Clark,contact.338@client-338.com,IT,162379636.26
CLT-0062,Atlas Investments 62,Carol White,contact.62@client-62.com,DE,162285382.30
CLT-0494,Polaris Global 494,Olivia Patel,contact.494@client-494.com,CA,162268467.39
CLT-0688,Centaurus Pension 688,Noah Kim,contact.688@client-688.com,AU,162249354.26
CLT-0490,Sterling Finance 490,Karen Hughes,contact.490@client-490.com,SG,162168118.31
CLT-0029,Rigel Global 29,Olivia Patel,contact.29@client-29.com,CA,162080097.45
CLT-0325,Vega Finance 325,Karen Hughes,contact.325@client-325.com,SG,162004784.96
CLT-0399,Horizon Trust 399,James Taylor,contact.399@client-399.com,LU,161829753.19
CLT-0186,Vertex Asset Management 186,Grace Lee,contact.186@client-186.com,BE,161748468.28
CLT-0886,Quantum Partners 886,Bob Smith,contact.886@client-886.com,GB,161701082.27
CLT-0416,Sirius Bank 416,Liam Chen,contact.416@client-416.com,HK,161335189.02
CLT-0257,Helios Investments 257,Carol White,contact.257@client-257.com,DE,160922258.82
CLT-0092,Atlas Investments 92,Carol White,contact.92@client-92.com,DE,160746444.77
CLT-0055,Vega Finance 55,Karen Hughes,contact.55@client-55.com,SG,160703760.51
CLT-0365,Apex Holdings 365,Frank Wilson,contact.365@client-365.com,CH,160321018.99
CLT-0608,Pinnacle Wealth 608,Iris Clark,contact.608@client-608.com,IT,160196517.33
CLT-0917,Helios Investments 917,Carol White,contact.917@client-917.com,DE,160110845.94
CLT-0182,Atlas Investments 182,Carol White,contact.182@client-182.com,DE,160057362.24
CLT-0726,Vertex Asset Management 726,Grace Lee,contact.726@client-726.com,BE,159002115.54
CLT-0701,Meridian Bank 701,Liam Chen,contact.701@client-701.com,HK,158936270.22
CLT-0227,Helios Investments 227,Carol White,contact.227@client-227.com,DE,158853728.68
CLT-0254,Polaris Global 254,Olivia Patel,contact.254@client-254.com,CA,158676373.24
CLT-0837,Andromeda Insurance 837,Maria Santos,contact.837@client-837.com,JP,158386567.98
CLT-0585,Aurora Capital 585,Alice Johnson,contact.585@client-585.com,US,158067017.72
CLT-0935,Apex Holdings 935,Frank Wilson,contact.935@client-935.com,CH,157893339.41
CLT-0386,Sirius Bank 386,Liam Chen,contact.386@client-386.com,HK,157888305.73
CLT-0038,Pinnacle Wealth 38,Iris Clark,contact.38@client-38.com,IT,157705165.38
CLT-0432,Cascade Insurance 432,Maria Santos,contact.432@client-432.com,JP,157503544.65
CLT-0508,Centaurus Pension 508,Noah Kim,contact.508@client-508.com,AU,157482419.81
CLT-0232,Neptune Securities 232,Henry Martin,contact.232@client-232.com,ES,157224722.08
CLT-0078,Titan Fund 78,David Brown,contact.78@client-78.com,FR,156958341.24
CLT-0558,Titan Fund 558,David Brown,contact.558@client-558.com,FR,156771984.01
CLT-0525,Aurora Capital 525,Alice Johnson,contact.525@client-525.com,US,156354539.90
CLT-0169,Phoenix Group 169,Emma Davis,contact.169@client-169.com,NL,156336646.35
CLT-0095,Apex Holdings 95,Frank Wilson,contact.95@client-95.com,CH,156288670.19
CLT-0454,Nexus Group 454,Emma Davis,contact.454@client-454.com,NL,156227721.71
CLT-0957,Andromeda Insurance 957,Maria Santos,contact.957@client-957.com,JP,156133412.86
CLT-0645,Aurora Capital 645,Alice Johnson,contact.645@client-645.com,US,156078265.11
CLT-0159,Horizon Trust 159,James Taylor,contact.159@client-159.com,LU,156062346.31
CLT-0571,Zenith Partners 571,Bob Smith,contact.571@client-571.com,GB,155849247.40
CLT-0099,Horizon Trust 99,James Taylor,contact.99@client-99.com,LU,155479941.62
CLT-0436,Quantum Partners 436,Bob Smith,contact.436@client-436.com,GB,155241742.85
CLT-0539,Rigel Global 539,Olivia Patel,contact.539@client-539.com,CA,154897096.43
CLT-0932,Atlas Investments 932,Carol White,contact.932@client-932.com,DE,154658871.40
CLT-0019,Phoenix Group 19,Emma Davis,contact.19@client-19.com,NL,154613807.40
CLT-0495,Aurora Capital 495,Alice Johnson,contact.495@client-495.com,US,154515976.90
CLT-0714,Saturn Trust 714,James Taylor,contact.714@client-714.com,LU,154498205.34
CLT-0979,Phoenix Group 979,Emma Davis,contact.979@client-979.com,NL,154470881.34
CLT-0129,Horizon Trust 129,James Taylor,contact.129@client-129.com,LU,154428736.66
CLT-0357,Andromeda Insurance 357,Maria Santos,contact.357@client-357.com,JP,154379975.91
CLT-0651,Pegasus Asset Management 651,Grace Lee,contact.651@client-651.com,BE,154122355.93
CLT-0126,Vertex Asset Management 126,Grace Lee,contact.126@client-126.com,BE,153724942.97
CLT-0964,Nexus Group 964,Emma Davis,contact.964@client-964.com,NL,153574795.77
CLT-0577,Summit Securities 577,Henry Martin,contact.577@client-577.com,ES,153558388.39
CLT-0890,Olympus Holdings 890,Frank Wilson,contact.890@client-890.com,CH,153197293.82
CLT-0321,Pegasus Asset Management 321,Grace Lee,contact.321@client-321.com,BE,152995030.09
CLT-0644,Polaris Global 644,Olivia Patel,contact.644@client-644.com,CA,152760922.38
CLT-0138,Titan Fund 138,David Brown,contact.138@client-138.com,FR,152727159.85
CLT-0544,Nexus Group 544,Emma Davis,contact.544@client-544.com,NL,152720201.07
CLT-0431,Meridian Bank 431,Liam Chen,contact.431@client-431.com,HK,152680607.63
CLT-0340,Sterling Finance 340,Karen Hughes,contact.340@client-340.com,SG,152651928.86
CLT-0986,Sirius Bank 986,Liam Chen,contact.986@client-986.com,HK,152532515.00
CLT-0992,Atlas Investments 992,Carol White,contact.992@client-992.com,DE,152521177.76
CLT-0262,Neptune Securities 262,Henry Martin,contact.262@client-262.com,ES,152078826.18
CLT-0555,Aurora Capital 555,Alice Johnson,contact.555@client-555.com,US,152050687.53
CLT-0194,Polaris Global 194,Olivia Patel,contact.194@client-194.com,CA,151493320.46
CLT-0611,Meridian Bank 611,Liam Chen,contact.611@client-611.com,HK,151380398.24
CLT-0047,Helios Investments 47,Carol White,contact.47@client-47.com,DE,151106155.61
CLT-0867,Andromeda Insurance 867,Maria Santos,contact.867@client-867.com,JP,151053833.28
CLT-0982,Neptune Securities 982,Henry Martin,contact.982@client-982.com,ES,150696442.39
CLT-0063,Orion Fund 63,David Brown,contact.63@client-63.com,FR,150431988.28
CLT-0996,Vertex Asset Management 996,Grace Lee,contact.996@client-996.com,BE,150120672.24
CLT-0526,Quantum Partners 526,Bob Smith,contact.526@client-526.com,GB,150015819.42
CLT-0642,Cascade Insurance 642,Maria Santos,contact.642@client-642.com,JP,149897904.61
CLT-0506,Sirius Bank 506,Liam Chen,contact.506@client-506.com,HK,149872874.50
CLT-0668,Pinnacle Wealth 668,Iris Clark,contact.668@client-668.com,IT,149531131.32
CLT-0333,Orion Fund 333,David Brown,contact.333@client-333.com,FR,149507151.96
CLT-0425,Apex Holdings 425,Frank Wilson,contact.425@client-425.com,CH,149439817.09
CLT-0620,Olympus Holdings 620,Frank Wilson,contact.620@client-620.com,CH,149112102.30
CLT-0380,Olympus Holdings 380,Frank Wilson,contact.380@client-380.com,CH,148913580.76
CLT-0234,Saturn Trust 234,James Taylor,contact.234@client-234.com,LU,148776766.40
CLT-0382,Neptune Securities 382,Henry Martin,contact.382@client-382.com,ES,148584716.13
CLT-0443,Jupiter Wealth 443,Iris Clark,contact.443@client-443.com,IT,148492682.45
CLT-0271,Zenith Partners 271,Bob Smith,contact.271@client-271.com,GB,148366393.58
CLT-0923,Jupiter Wealth 923,Iris Clark,contact.923@client-923.com,IT,148305022.17
CLT-0785,Apex Holdings 785,Frank Wilson,contact.785@client-785.com,CH,148148459.21
CLT-0509,Rigel Global 509,Olivia Patel,contact.509@client-509.com,CA,148146297.81
CLT-0949,Phoenix Group 949,Emma Davis,contact.949@client-949.com,NL,148129330.52
CLT-0610,Sterling Finance 610,Karen Hughes,contact.610@client-610.com,SG,148067336.02
CLT-0616,Quantum Partners 616,Bob Smith,contact.616@client-616.com,GB,147741654.72
CLT-0185,Apex Holdings 185,Frank Wilson,contact.185@client-185.com,CH,147628576.80
CLT-0589,Phoenix Group 589,Emma Davis,contact.589@client-589.com,NL,147576869.94
CLT-0711,Pegasus Asset Management 711,Grace Lee,contact.711@client-711.com,BE,146975663.55
CLT-0882,Cascade Insurance 882,Maria Santos,contact.882@client-882.com,JP,146848916.66
CLT-0179,Rigel Global 179,Olivia Patel,contact.179@client-179.com,CA,146669184.54
CLT-0887,Helios Investments 887,Carol White,contact.887@client-887.com,DE,146627674.39
CLT-0809,Rigel Global 809,Olivia Patel,contact.809@client-809.com,CA,146565497.54
CLT-0816,Vertex Asset Management 816,Grace Lee,contact.816@client-816.com,BE,146370442.70
CLT-0141,Pegasus Asset Management 141,Grace Lee,contact.141@client-141.com,BE,146039011.44
CLT-0640,Sterling Finance 640,Karen Hughes,contact.640@client-640.com,SG,145816026.01
CLT-0755,Apex Holdings 755,Frank Wilson,contact.755@client-755.com,CH,145807483.51
CLT-0813,Orion Fund 813,David Brown,contact.813@client-813.com,FR,145464338.13
CLT-0902,Atlas Investments 902,Carol White,contact.902@client-902.com,DE,145268929.25
CLT-0136,Quantum Partners 136,Bob Smith,contact.136@client-136.com,GB,144962284.53
CLT-0332,Atlas Investments 332,Carol White,contact.332@client-332.com,DE,144920583.03
CLT-0693,Orion Fund 693,David Brown,contact.693@client-693.com,FR,144295256.16
CLT-0229,Phoenix Group 229,Emma Davis,contact.229@client-229.com,NL,144248410.69
CLT-0085,Vega Finance 85,Karen Hughes,contact.85@client-85.com,SG,144186066.36
CLT-0938,Pinnacle Wealth 938,Iris Clark,contact.938@client-938.com,IT,144166802.50
CLT-0587,Helios Investments 587,Carol White,contact.587@client-587.com,DE,144111356.31
CLT-0389,Rigel Global 389,Olivia Patel,contact.389@client-389.com,CA,144104877.65
CLT-0716,Sirius Bank 716,Liam Chen,contact.716@client-716.com,HK,144083508.84
CLT-0927,Andromeda Insurance 927,Maria Santos,contact.927@client-927.com,JP,143846589.34
CLT-0260,Olympus Holdings 260,Frank Wilson,contact.260@client-260.com,CH,143803527.32
CLT-0043,Solaris Pension 43,Noah Kim,contact.43@client-43.com,AU,143707475.84
CLT-0728,Pinnacle Wealth 728,Iris Clark,contact.728@client-728.com,IT,143648534.83
CLT-0066,Vertex Asset Management 66,Grace Lee,contact.66@client-66.com,BE,143558340.53
CLT-0603,Orion Fund 603,David Brown,contact.603@client-603.com,FR,143423136.39
CLT-0306,Vertex Asset Management 306,Grace Lee,contact.306@client-306.com,BE,143407225.82
CLT-0070,Sterling Finance 70,Karen Hughes,contact.70@client-70.com,SG,143197113.87
CLT-0190,Sterling Finance 190,Karen Hughes,contact.190@client-190.com,SG,142983645.42
CLT-0972,Cascade Insurance 972,Maria Santos,contact.972@client-972.com,JP,142786050.37
CLT-0824,Polaris Global 824,Olivia Patel,contact.824@client-824.com,CA,142784276.67
CLT-0089,Rigel Global 89,Olivia Patel,contact.89@client-89.com,CA,142695219.78
CLT-0538,Centaurus Pension 538,Noah Kim,contact.538@client-538.com,AU,142565430.47
CLT-0139,Phoenix Group 139,Emma Davis,contact.139@client-139.com,NL,142545123.85
CLT-0801,Pegasus Asset Management 801,Grace Lee,contact.801@client-801.com,BE,142544263.67
CLT-0048,Titan Fund 48,David Brown,contact.48@client-48.com,FR,142345071.63
CLT-0778,Centaurus Pension 778,Noah Kim,contact.778@client-778.com,AU,142335624.69
CLT-0123,Orion Fund 123,David Brown,contact.123@client-123.com,FR,142308964.80
CLT-0464,Polaris Global 464,Olivia Patel,contact.464@client-464.com,CA,142279148.20
CLT-0832,Neptune Securities 832,Henry Martin,contact.832@client-832.com,ES,142227269.37
CLT-0675,Aurora Capital 675,Alice Johnson,contact.675@client-675.com,US,142019331.04
CLT-0795,Aurora Capital 795,Alice Johnson,contact.795@client-795.com,US,141747786.28
CLT-0424,Nexus Group 424,Emma Davis,contact.424@client-424.com,NL,141698090.68
CLT-0259,Phoenix Group 259,Emma Davis,contact.259@client-259.com,NL,141533604.58
CLT-0153,Orion Fund 153,David Brown,contact.153@client-153.com,FR,141444750.04
CLT-0433,Solaris Pension 433,Noah Kim,contact.433@client-433.com,AU,141370252.21
CLT-0024,Saturn Trust 24,James Taylor,contact.24@client-24.com,LU,141139982.73
CLT-0897,Andromeda Insurance 897,Maria Santos,contact.897@client-897.com,JP,140619766.42
CLT-0174,Saturn Trust 174,James Taylor,contact.174@client-174.com,LU,140137284.49
CLT-0683,Jupiter Wealth 683,Iris Clark,contact.683@client-683.com,IT,140092412.80
CLT-0653,Jupiter Wealth 653,Iris Clark,contact.653@client-653.com,IT,139991280.43
CLT-0729,Horizon Trust 729,James Taylor,contact.729@client-729.com,LU,139934714.42
CLT-0782,Atlas Investments 782,Carol White,contact.782@client-782.com,DE,139815369.15
CLT-0081,Pegasus Asset Management 81,Grace Lee,contact.81@client-81.com,BE,139761650.51
CLT-0738,Titan Fund 738,David Brown,contact.738@client-738.com,FR,139635929.97
CLT-0261,Pegasus Asset Management 261,Grace Lee,contact.261@client-261.com,BE,139535370.78
CLT-0373,Solaris Pension 373,Noah Kim,contact.373@client-373.com,AU,139423829.15
CLT-0966,Vertex Asset Management 966,Grace Lee,contact.966@client-966.com,BE,139376743.11
CLT-0787,Summit Securities 787,Henry Martin,contact.787@client-787.com,ES,139374747.87
CLT-0248,Pinnacle Wealth 248,Iris Clark,contact.248@client-248.com,IT,139306440.46
CLT-0638,Pinnacle Wealth 638,Iris Clark,contact.638@client-638.com,IT,139295804.18
CLT-0910,Sterling Finance 910,Karen Hughes,contact.910@client-910.com,SG,139236358.62
CLT-0528,Titan Fund 528,David Brown,contact.528@client-528.com,FR,138836577.35
CLT-0710,Olympus Holdings 710,Frank Wilson,contact.710@client-710.com,CH,138503358.11
CLT-0282,Cascade Insurance 282,Maria Santos,contact.282@client-282.com,JP,138278672.22
CLT-0388,Centaurus Pension 388,Noah Kim,contact.388@client-388.com,AU,138214964.48
CLT-0636,Vertex Asset Management 636,Grace Lee,contact.636@client-636.com,BE,137921709.08
CLT-0901,Zenith Partners 901,Bob Smith,contact.901@client-901.com,GB,137784109.58
CLT-0152,Atlas Investments 152,Carol White,contact.152@client-152.com,DE,137745137.45
CLT-0201,Pegasus Asset Management 201,Grace Lee,contact.201@client-201.com,BE,137734399.11
CLT-0449,Rigel Global 449,Olivia Patel,contact.449@client-449.com,CA,137611454.09
CLT-0781,Zenith Partners 781,Bob Smith,contact.781@client-781.com,GB,137564619.81
CLT-0762,Cascade Insurance 762,Maria Santos,contact.762@client-762.com,JP,137336862.95
CLT-0931,Zenith Partners 931,Bob Smith,contact.931@client-931.com,GB,137099815.88
CLT-0208,Centaurus Pension 208,Noah Kim,contact.208@client-208.com,AU,136658530.33
CLT-0104,Polaris Global 104,Olivia Patel,contact.104@client-104.com,CA,136258674.04
CLT-0907,Summit Securities 907,Henry Martin,contact.907@client-907.com,ES,135668123.42
CLT-0374,Polaris Global 374,Olivia Patel,contact.374@client-374.com,CA,135632689.86
CLT-0277,Summit Securities 277,Henry Martin,contact.277@client-277.com,ES,135625278.45
CLT-0764,Polaris Global 764,Olivia Patel,contact.764@client-764.com,CA,135515892.63
CLT-0757,Summit Securities 757,Henry Martin,contact.757@client-757.com,ES,135414943.23
CLT-0435,Aurora Capital 435,Alice Johnson,contact.435@client-435.com,US,135389061.35
CLT-0749,Rigel Global 749,Olivia Patel,contact.749@client-749.com,CA,135374986.27
CLT-0860,Olympus Holdings 860,Frank Wilson,contact.860@client-860.com,CH,135264814.28
CLT-0170,Olympus Holdings 170,Frank Wilson,contact.170@client-170.com,CH,135254414.97
CLT-0061,Zenith Partners 61,Bob Smith,contact.61@client-61.com,GB,135167628.86
CLT-0221,Meridian Bank 221,Liam Chen,contact.221@client-221.com,HK,135097087.03
CLT-0922,Neptune Securities 922,Henry Martin,contact.922@client-922.com,ES,135001377.79
CLT-0196,Quantum Partners 196,Bob Smith,contact.196@client-196.com,GB,134967464.77
CLT-0176,Sirius Bank 176,Liam Chen,contact.176@client-176.com,HK,134782023.33
CLT-0578,Pinnacle Wealth 578,Iris Clark,contact.578@client-578.com,IT,134681284.53
CLT-0039,Horizon Trust 39,James Taylor,contact.39@client-39.com,LU,134555149.40
CLT-0034,Nexus Group 34,Emma Davis,contact.34@client-34.com,NL,134511712.32
CLT-0458,Pinnacle Wealth 458,Iris Clark,contact.458@client-458.com,IT,134382378.57
CLT-0479,Rigel Global 479,Olivia Patel,contact.479@client-479.com,CA,134135898.15
CLT-0962,Atlas Investments 962,Carol White,contact.962@client-962.com,DE,134092955.03
CLT-0618,Titan Fund 618,David Brown,contact.618@client-618.com,FR,134025264.71
CLT-0834,Saturn Trust 834,James Taylor,contact.834@client-834.com,LU,133562775.10
CLT-0898,Centaurus Pension 898,Noah Kim,contact.898@client-898.com,AU,133510234.55
CLT-0808,Centaurus Pension 808,Noah Kim,contact.808@client-808.com,AU,133480666.19
CLT-0310,Sterling Finance 310,Karen Hughes,contact.310@client-310.com,SG,133410076.61
CLT-0247,Summit Securities 247,Henry Martin,contact.247@client-247.com,ES,133214919.89
CLT-0463,Solaris Pension 463,Noah Kim,contact.463@client-463.com,AU,133139696.68
CLT-0167,Helios Investments 167,Carol White,contact.167@client-167.com,DE,133092946.39
CLT-0685,Vega Finance 685,Karen Hughes,contact.685@client-685.com,SG,132544852.62
CLT-0468,Titan Fund 468,David Brown,contact.468@client-468.com,FR,132507012.64
CLT-0791,Meridian Bank 791,Liam Chen,contact.791@client-791.com,HK,132485875.81
CLT-0706,Quantum Partners 706,Bob Smith,contact.706@client-706.com,GB,132423339.56
CLT-0866,Sirius Bank 866,Liam Chen,contact.866@client-866.com,HK,132302806.89
CLT-0984,Saturn Trust 984,James Taylor,contact.984@client-984.com,LU,132275931.38
CLT-0639,Horizon Trust 639,James Taylor,contact.639@client-639.com,LU,132263052.61
CLT-0131,Meridian Bank 131,Liam Chen,contact.131@client-131.com,HK,132000601.11
CLT-0235,Vega Finance 235,Karen Hughes,contact.235@client-235.com,SG,131649777.19
CLT-0412,Neptune Securities 412,Henry Martin,contact.412@client-412.com,ES,131643709.43
CLT-0114,Saturn Trust 114,James Taylor,contact.114@client-114.com,LU,131608833.70
CLT-0568,Centaurus Pension 568,Noah Kim,contact.568@client-568.com,AU,131527767.87
CLT-0661,Zenith Partners 661,Bob Smith,contact.661@client-661.com,GB,131329217.02
CLT-0314,Polaris Global 314,Olivia Patel,contact.314@client-314.com,CA,131184146.59
CLT-0709,Phoenix Group 709,Emma Davis,contact.709@client-709.com,NL,130898445.00
CLT-0462,Cascade Insurance 462,Maria Santos,contact.462@client-462.com,JP,130641530.31
CLT-0873,Orion Fund 873,David Brown,contact.873@client-873.com,FR,130630302.12
CLT-0375,Aurora Capital 375,Alice Johnson,contact.375@client-375.com,US,130583428.62
CLT-0911,Meridian Bank 911,Liam Chen,contact.911@client-911.com,HK,130009327.89
CLT-0632,Atlas Investments 632,Carol White,contact.632@client-632.com,DE,129915048.30
CLT-0147,Andromeda Insurance 147,Maria Santos,contact.147@client-147.com,JP,129888076.52
CLT-0249,Horizon Trust 249,James Taylor,contact.249@client-249.com,LU,129730132.39
CLT-0269,Rigel Global 269,Olivia Patel,contact.269@client-269.com,CA,129607854.43
CLT-0434,Polaris Global 434,Olivia Patel,contact.434@client-434.com,CA,129495478.78
CLT-0573,Orion Fund 573,David Brown,contact.573@client-573.com,FR,128807863.02
CLT-0734,Polaris Global 734,Olivia Patel,contact.734@client-734.com,CA,128800374.48
CLT-0378,Titan Fund 378,David Brown,contact.378@client-378.com,FR,128780187.39
CLT-0051,Pegasus Asset Management 51,Grace Lee,contact.51@client-51.com,BE,128469399.62
CLT-0686,Sirius Bank 686,Liam Chen,contact.686@client-686.com,HK,128352404.43
CLT-0746,Sirius Bank 746,Liam Chen,contact.746@client-746.com,HK,128289965.27
CLT-0080,Olympus Holdings 80,Frank Wilson,contact.80@client-80.com,CH,128264325.12
CLT-0838,Centaurus Pension 838,Noah Kim,contact.838@client-838.com,AU,127955201.23
CLT-0805,Vega Finance 805,Karen Hughes,contact.805@client-805.com,SG,127952406.22
CLT-0337,Summit Securities 337,Henry Martin,contact.337@client-337.com,ES,127802984.41
CLT-0752,Atlas Investments 752,Carol White,contact.752@client-752.com,DE,127485963.09
CLT-0486,Vertex Asset Management 486,Grace Lee,contact.486@client-486.com,BE,127473616.38
CLT-0022,Neptune Securities 22,Henry Martin,contact.22@client-22.com,ES,127182602.96
CLT-0704,Polaris Global 704,Olivia Patel,contact.704@client-704.com,CA,127145368.02
CLT-0556,Quantum Partners 556,Bob Smith,contact.556@client-556.com,GB,126963756.18
CLT-0582,Cascade Insurance 582,Maria Santos,contact.582@client-582.com,JP,126896781.53
CLT-0521,Meridian Bank 521,Liam Chen,contact.521@client-521.com,HK,126765878.12
CLT-0861,Pegasus Asset Management 861,Grace Lee,contact.861@client-861.com,BE,126711031.33
